"startzeit","endzeit","messstelle","messwert","messstationId","indikator"
2003-10-01,2003-11-01,"Konstanz, Wallgutstrasse","28.84","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-10-01,2003-11-01,"Arbon, Stadthaus","26.95","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-11-01,2003-12-01,"Konstanz, Wallgutstrasse","30.27","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-11-01,2003-12-01,"Arbon, Stadthaus","29.22","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-12-01,2004-01-01,"Konstanz, Wallgutstrasse","29.16","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-12-01,2004-01-01,"Arbon, Stadthaus","30.71","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2004-01-01,2004-02-01,"Konstanz, Wallgutstrasse","28.90","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-01-01,2004-02-01,"Frauenfeld, Bahnhofstrasse","18.30*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-02-01,2004-03-01,"Konstanz, Wallgutstrasse","32.97","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-02-01,2004-03-01,"Frauenfeld, Bahnhofstrasse","36.01*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-03-01,2004-04-01,"Konstanz, Wallgutstrasse","38.29","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-03-01,2004-04-01,"Frauenfeld, Bahnhofstrasse","36.82*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-04-01,2004-05-01,"Konstanz, Wallgutstrasse","21.00","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-04-01,2004-05-01,"Frauenfeld, Bahnhofstrasse","20.86*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-05-01,2004-06-01,"Konstanz, Wallgutstrasse","17.19","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-05-01,2004-06-01,"Frauenfeld, Bahnhofstrasse","18.72*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-06-01,2004-07-01,"Konstanz, Wallgutstrasse","16.33","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-06-01,2004-07-01,"Frauenfeld, Bahnhofstrasse","19.24*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-07-01,2004-08-01,"Konstanz, Wallgutstrasse","17.58","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-07-01,2004-08-01,"Frauenfeld, Bahnhofstrasse","18.93*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-08-01,2004-09-01,"Konstanz, Wallgutstrasse","16.65","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-08-01,2004-09-01,"Frauenfeld, Bahnhofstrasse","17.75*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-09-01,2004-10-01,"Konstanz, Wallgutstrasse","21.57","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-09-01,2004-10-01,"Frauenfeld, Bahnhofstrasse","17.61*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-10-01,2004-11-01,"Konstanz, Wallgutstrasse","19.81","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-10-01,2004-11-01,"Frauenfeld, Bahnhofstrasse","22.01*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-11-01,2004-12-01,"Konstanz, Wallgutstrasse","26.37","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-11-01,2004-12-01,"Frauenfeld, Bahnhofstrasse","30.18*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2004-12-01,2005-01-01,"Konstanz, Wallgutstrasse","27.61","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2004-12-01,2005-01-01,"Frauenfeld, Bahnhofstrasse","24.47*","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2005-01-01,2005-02-01,"Konstanz, Wallgutstrasse","31.96*","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-01-01,2005-02-01,"Arbon, Stadthaus","28.39","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-02-01,2005-03-01,"Konstanz, Wallgutstrasse","33.04","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-02-01,2005-03-01,"Arbon, Stadthaus","34.04","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-03-01,2005-04-01,"Konstanz, Wallgutstrasse","29.45","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-03-01,2005-04-01,"Arbon, Stadthaus","32.18","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-04-01,2005-05-01,"Konstanz, Wallgutstrasse","19.29","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-04-01,2005-05-01,"Arbon, Stadthaus","22.19","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-05-01,2005-06-01,"Konstanz, Wallgutstrasse","15.03","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-05-01,2005-06-01,"Arbon, Stadthaus","15.97","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-06-01,2005-07-01,"Konstanz, Wallgutstrasse","17.90","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-06-01,2005-07-01,"Arbon, Stadthaus","18.88","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-07-01,2005-08-01,"Konstanz, Wallgutstrasse","16.42","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-07-01,2005-08-01,"Arbon, Stadthaus","17.97","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-08-01,2005-09-01,"Konstanz, Wallgutstrasse","15.65","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-08-01,2005-09-01,"Arbon, Stadthaus","15.76","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2005-09-01,2005-10-01,"Konstanz, Wallgutstrasse","22.30","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-10-01,2005-11-01,"Konstanz, Wallgutstrasse","28.45","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-11-01,2005-12-01,"Konstanz, Wallgutstrasse","26.73","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2005-12-01,2006-01-01,"Konstanz, Wallgutstrasse","30.00","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-01-01,2006-02-01,"Konstanz, Wallgutstrasse","54.10","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-01-01,2006-02-01,"Frauenfeld, Bahnhofstrasse","58.67","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-02-01,2006-03-01,"Konstanz, Wallgutstrasse","44.75","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-02-01,2006-03-01,"Frauenfeld, Bahnhofstrasse","47.78","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-03-01,2006-04-01,"Konstanz, Wallgutstrasse","26.13","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-03-01,2006-04-01,"Frauenfeld, Bahnhofstrasse","26.46","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-04-01,2006-05-01,"Konstanz, Wallgutstrasse","16.53","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-04-01,2006-05-01,"Frauenfeld, Bahnhofstrasse","19.05","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-05-01,2006-06-01,"Konstanz, Wallgutstrasse","14.65","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-05-01,2006-06-01,"Frauenfeld, Bahnhofstrasse","16.46","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-06-01,2006-07-01,"Konstanz, Wallgutstrasse","20.03","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-06-01,2006-07-01,"Frauenfeld, Bahnhofstrasse","21.79","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-07-01,2006-08-01,"Konstanz, Wallgutstrasse","19.06","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-07-01,2006-08-01,"Frauenfeld, Bahnhofstrasse","19.80","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-08-01,2006-09-01,"Konstanz, Wallgutstrasse","10.32","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-08-01,2006-09-01,"Frauenfeld, Bahnhofstrasse","11.81","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-09-01,2006-10-01,"Konstanz, Wallgutstrasse","19.13","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-09-01,2006-10-01,"Frauenfeld, Bahnhofstrasse","22.93","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-10-01,2006-11-01,"Konstanz, Wallgutstrasse","21.29","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-10-01,2006-11-01,"Frauenfeld, Bahnhofstrasse","25.98","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-11-01,2006-12-01,"Konstanz, Wallgutstrasse","20.97","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2006-11-01,2006-12-01,"Frauenfeld, Bahnhofstrasse","24.04","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2006-12-01,2007-01-01,"Konstanz, Wallgutstrasse","26.68","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
